product_name,eco_score,eco_signal,organic_badge,lang_da,green_words,category,labels_tags,languages_tags,countries_tags
Islatte Karamel,,0,0,0,0,unknown,,<na>,en:denmark
Iskaffe cappuccino,,0,0,0,0,unknown,,<na>,en:denmark
Iskaffe Caramel,,0,0,0,0,Iced coffees,"en:fsc,en:rainforest-alliance",<na>,en:denmark
Hakket Kylling,,0,0,0,0,unknown,,<na>,en:denmark
Bacon leverpostej,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Cirkel Kaffe,,0,0,1,1,Coffees,en:rainforest-alliance,<na>,en:denmark
Dansk Kyllinge Inderfilet,,0,0,1,0,unknown,en:keyhole,<na>,en:denmark
Grahamsboller,,0,0,0,0,Breads,en:keyhole,<na>,en:denmark
Schwarz brot,,0,0,0,0,unknown,,<na>,en:denmark
Solsikke Rugbrød,A,1,0,1,0,Rye breads,,<na>,en:denmark
Mørkt rugbrød,,0,0,1,0,unknown,,<na>,en:denmark
Rye bread,,0,0,0,0,unknown,,<na>,en:denmark
Ciabatta stykker,,0,0,0,0,unknown,,<na>,en:denmark
Frisk Pesto,,0,0,0,0,unknown,,<na>,en:denmark
Fettuccine,,0,0,0,0,unknown,,<na>,en:denmark
Danbo Lagret,,0,0,0,0,unknown,,<na>,en:denmark
Ekstra Lageret,,0,0,0,0,unknown,,<na>,en:denmark
Mellem lageret ost,D,0,0,0,0,Cheeses,,<na>,en:denmark
Danbo Mild 30+,,0,0,0,0,unknown,,<na>,en:denmark
Kommen Mellemlagret Danbo 45+,,0,0,0,0,unknown,,<na>,en:denmark
Mild danbo ost,C,0,0,0,0,bg:Данбо,en:pgi,<na>,en:denmark
Organic apple juice,B,1,1,0,1,Apple juices,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
"Hummus Trio med oliven, basilikum og tomat",,0,0,0,0,unknown,,<na>,en:denmark
Kalve Steaks,,0,0,0,0,unknown,,<na>,en:denmark
Hamburgerryg,,0,0,0,0,unknown,,<na>,en:denmark
Irma basilikum pesto,,0,0,0,0,Groceries,,<na>,en:denmark
Ladyfingers,,0,0,0,0,unknown,,<na>,en:denmark
Salami,E,0,0,0,0,Salami,,<na>,en:denmark
Skrællet ananas,,0,0,1,0,unknown,,<na>,en:denmark
Danskvand med lemonsmag,,0,0,1,0,Flavored sparkling waters,,<na>,en:denmark
Mørk Landstyrke,,0,0,1,0,unknown,,<na>,en:denmark
Kylling brystfilet bbq,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Kalve Ribeye,,0,0,0,0,unknown,,<na>,en:denmark
Ital. Tafeltrauben kernlos,A,1,0,0,0,Fresh grapes,en:class-i,<na>,"en:denmark,en:germany"
Pork Mince 8-12%,,0,0,0,0,unknown,,<na>,en:denmark
Nye Danske Samsø Kartofler,,0,0,1,0,unknown,,<na>,en:denmark
Romer Boller,,0,0,0,0,unknown,,<na>,en:denmark
Blandet salat,,0,0,0,0,unknown,,<na>,en:denmark
Bagepulver,,0,0,0,0,unknown,,<na>,en:denmark
Vårsalat,,0,0,1,0,unknown,,<na>,en:denmark
Pitabrød Frost,,0,0,1,0,unknown,,<na>,en:denmark
Fettuccibe Spinat,,0,0,0,0,unknown,,<na>,en:denmark
Green Pesto,D,0,0,0,1,Green pestos,,<na>,en:denmark
Æble Cider,,0,0,1,0,Ciders,,<na>,en:denmark
Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Solsikkerugbrød,,0,1,1,0,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Romerboller,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Coleslaw Salat,A,1,0,1,1,Coleslaw,,<na>,en:denmark
Torpedo Rejer,,0,0,0,0,unknown,"en:responsible-aquaculture,en:responsible-aquaculture-asc",<na>,en:denmark
Mini Frikadeller,,0,0,0,0,unknown,,<na>,en:denmark
Bløddejssnegl,,0,0,1,0,unknown,,<na>,en:denmark
Økologiske rødbeder,,0,0,1,1,unknown,,<na>,en:denmark
Kyllingesalat Med En Smag Af Italien,,0,0,0,0,unknown,,<na>,en:denmark
Tomatsalsa med et strejf af chili,,0,0,0,0,unknown,,<na>,en:denmark
Klassiske Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Coop Abrikosvand,,0,0,0,0,Sodas,,<na>,en:denmark
Protein Salat,,0,0,0,0,unknown,,<na>,en:denmark
Spidskålssalat Med Mormordressing,,0,0,1,0,unknown,,<na>,en:denmark
Pebersauce,,0,0,0,0,unknown,,<na>,en:denmark
Bacon Øko,,0,0,1,0,unknown,,<na>,en:denmark
Bagekartofler,,0,0,1,0,unknown,,<na>,en:denmark
365 økologi mornaysauce,,0,1,1,1,Groceries,"en:organic,en:eu-organic,en:it-bio-009",<na>,en:denmark
Romkugler,,0,0,0,0,unknown,,<na>,en:denmark
Okse medaljon Med Bacon,,0,0,0,0,unknown,,<na>,en:denmark
Rode linser,,0,0,0,0,unknown,,<na>,en:denmark
Salat,,0,0,0,0,unknown,,<na>,en:denmark
Hvedeknopper,,0,0,0,0,unknown,,<na>,en:denmark
Dansk Kylling Lårmix,,0,0,1,0,unknown,,<na>,en:denmark
Økologisk Entrecôte,,0,0,1,1,Beef rib steak,,<na>,en:denmark
Dansk Kylling underlår,,0,0,1,0,unknown,,<na>,en:denmark
Orange Sodavand,,0,0,0,0,unknown,,<na>,en:denmark
Gris & Kalv 8-12%,,0,0,0,0,unknown,,<na>,en:denmark
Luksusmedister,,0,0,0,0,unknown,,<na>,en:denmark
Brystfillet i strimler,,0,0,0,0,unknown,,<na>,en:denmark
Hvedemel,,0,0,0,0,unknown,,<na>,en:denmark
Skinketern,,0,0,0,0,unknown,,<na>,en:denmark
Tatar,,0,0,0,0,unknown,,<na>,en:denmark
Caesar salat,,0,0,0,0,unknown,,<na>,en:denmark
Havregrødsbolle,,0,0,1,0,unknown,,<na>,en:denmark
Irmas Ørredsalat,,0,0,1,0,da:pålæg,,<na>,en:denmark
Salatskålens Økologiske Favoritter,,0,0,1,1,unknown,,<na>,en:denmark
Bresaola,,0,0,0,0,unknown,,<na>,en:denmark
Okse 5-8%,,0,0,0,0,unknown,,<na>,en:denmark
Fuldkornssandwich,,0,0,0,0,da:sandwichbrød,"en:keyhole,en:whole-grain",<na>,en:denmark
Hvidløg,A,1,0,1,0,Garlic,,<na>,en:denmark
Chili Bearnaise,,0,0,0,0,unknown,,<na>,en:denmark
Kylling Overlår,,0,0,1,0,unknown,,<na>,en:denmark
Couscoussalat med falafel og granatæbledressing,,0,0,1,0,unknown,,<na>,en:denmark
Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Nakke Koteletter,,0,0,0,0,unknown,,<na>,en:denmark
Medister,,0,0,0,0,unknown,,<na>,en:denmark
Strösocker,,0,0,0,0,unknown,,<na>,en:denmark
Sesam bagels,A,1,0,0,0,Bagel breads,,<na>,en:denmark
Brystfilet,E,0,0,0,0,Chicken breasts,"en:halal,en:keyhole",<na>,en:denmark
Økologisk Knækbrød,,0,0,1,1,unknown,,<na>,en:denmark
Asiatisk Inspireret Risret,,0,0,0,0,unknown,,<na>,en:denmark
Coop Cola-Zero/No Sugar,,0,0,0,0,da:zero,,<na>,en:denmark
"Espresso kaffe, hele bønner",,0,1,1,0,Coffees,"en:organic,en:eu-organic",<na>,en:denmark
Gris 8-12%,,0,0,0,0,unknown,,<na>,en:denmark
Danske Æg,,0,0,1,0,unknown,,<na>,en:denmark
Burgerboller,,0,0,0,0,unknown,,<na>,en:denmark
Ouf! Cacao - cacahuète,,0,0,0,0,unknown,,<na>,en:denmark
Fox sitron,,0,0,0,0,unknown,en:no-gluten,<na>,en:denmark
"Nox Karamell Lakris 2bit 14,5g Malaco",,0,0,0,0,unknown,en:no-gluten,<na>,en:denmark
Snöre karamel/kola,C,0,0,0,0,Candies,,<na>,"en:denmark,en:sweden"
Lakris Snøre 94g Malaco,,0,0,1,0,Snacks,,<na>,en:denmark
Philadelphia Light,D,0,0,0,0,Cream cheeses,en:no-gluten,<na>,"en:denmark,en:france,en:norway,en:sweden"
Miracle Whip,C,0,0,0,0,Groceries,,<na>,en:denmark
Miracle whip light,D,0,0,0,0,Salad dressings,en:green-dot,<na>,en:denmark
Whole milk (3.5% fat),C,0,0,0,0,da:sødmælk,"da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-2-hjerter,en:fsc,en:fsc-mix,en:made-in-denmark,en:vitamin-b12-source",<na>,en:denmark
"Frisk Dansk Let Mælk 1,5%",,0,0,1,0,Maelkeprodukter,"en:fsc,en:fsc-mix",<na>,en:denmark
"Frisk Dansk Skummet Mælk 0,1%",D,0,0,1,0,Whole milks,"da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-2-hjerter,en:keyhole",<na>,en:denmark
"Kærne Mælk 0,5%",C,0,0,1,0,Milks,"en:fsc,en:fsc-mix,en:keyhole,en:dansk-maelk",<na>,en:denmark
Tykmælk,C,0,0,1,0,Tykmaelk,"en:fsc,en:fsc-mix",<na>,en:denmark
Sødmælksyoghurt,,0,0,1,0,unknown,,<na>,en:denmark
Kløver Pfirsich-Melba Yoghurt,,0,0,1,0,unknown,,<na>,en:denmark
Yogurt,B,1,0,0,0,Yogurts,,<na>,"en:denmark,en:germany"
"Yoghurt naturel 0,1% fedt",,0,0,0,0,unknown,,<na>,en:denmark
Tykmælk,,0,0,1,0,unknown,,<na>,en:denmark
A38,,0,0,0,0,da:syrnet-mælk,en:keyhole,<na>,en:denmark
Yoggi yoghurt fersken og hindbær,B,1,0,1,0,Yogurts,,<na>,en:denmark
Yoghurt pære og banan,A,1,0,1,0,Yogurts,,<na>,en:denmark
Arla baby mælk 9-pak,,0,0,1,0,Baby drinks,,<na>,en:denmark
cheesy,,0,0,0,0,Cottage cheeses,,<na>,en:denmark
Cheasy hytteost,,0,0,0,0,Cottage cheeses,,<na>,en:denmark
Øko Mini Mælk,C,0,1,1,0,Milks,"en:organic,en:eu-organic,en:pasteurized,en:dk-øko-100,en:fsc,en:keyhole,en:dk-oko-100",<na>,en:denmark
"Minimælk 0,4%",D,0,0,1,0,Cow milks,,<na>,en:denmark
Ecological milk 3.5% fat,D,0,0,0,1,Milks,,<na>,en:denmark
"Øko Let Mælk 1,5% Fedt",B,1,1,1,0,Milks,"en:organic,en:eu-organic,da:bedre-dyrevelfærd,da:bedre-dyrevelfærd-2-hjerter,en:carbon-compensated-product,en:co2e-neutral,en:danish-state-controlled-organic,en:dk-øko-100,en:fsc,en:fsc-mix",<na>,"en:denmark,en:france"
Økologisk Skummet Mælk,C,0,1,1,1,Cow milks,"en:organic,en:eu-organic,en:dk-øko-100,en:keyhole",<na>,en:denmark
Koldskål med tykmælk og æg,,0,0,1,0,da:koldskål,"en:fsc,en:fsc-mix,en:aeg-fra-fritgaende-høns",<na>,en:denmark
Lasagne,,0,0,0,0,unknown,,<na>,en:denmark
Gustav store stang,,0,0,0,0,unknown,,<na>,en:denmark
Carlsberg Pilsner,,0,0,0,0,unknown,,<na>,en:denmark
Corn,,0,0,0,0,unknown,,<na>,en:denmark
Faxe Kondi,,0,0,0,0,unknown,,<na>,en:denmark
Æbleskiver,,0,0,1,0,unknown,,<na>,en:denmark
Pebernødder,,0,0,1,0,unknown,,<na>,en:denmark
Æbleskiver,,0,0,1,0,unknown,,<na>,en:denmark
Roulade,,0,0,0,0,unknown,,<na>,en:denmark
Makroner,,0,0,0,0,unknown,,<na>,en:denmark
Pebernødder,,0,0,1,0,unknown,,<na>,en:denmark
Brunkager,,0,0,0,0,unknown,,<na>,en:denmark
Vaniljekranse,,0,0,0,0,unknown,,<na>,en:denmark
Vanila,B,1,0,0,0,Vanilla extract,da:s,<na>,"en:denmark,en:france"
Atamon,,0,0,0,0,unknown,,<na>,en:denmark
Baking Soda,B,1,0,0,0,Bicarbonates of soda,,<na>,en:denmark
PASTASALAT M/ BACON OG PADANO,,0,0,0,0,unknown,,<na>,en:denmark
Akaciehonning med tørristede hasselnødder,,0,0,1,0,unknown,,<na>,en:denmark
Tapenade,C,0,0,0,0,Tapenades,,<na>,en:denmark
Taco Sauce Hot,,0,0,0,0,Groceries,,<na>,en:denmark
Gulerodskage,,0,0,0,0,unknown,,<na>,en:denmark
Kingsway Mixed juice light from concentrate,E,0,0,0,0,Juices,,<na>,en:denmark
Kernerugbrød,,0,0,1,0,Breads,en:keyhole,<na>,en:denmark
Stege- Og Bagemargarine,,0,0,0,0,unknown,,<na>,en:denmark
Plantemargarine 60,C,0,0,0,1,Margarines,,<na>,en:denmark
Stege- Og Bagemargarine,,0,0,0,0,unknown,,<na>,en:denmark
Flyende Margarine,,0,0,0,0,unknown,,<na>,en:denmark
Mørkt Rugbrød - Salling,,0,0,1,0,unknown,,<na>,en:denmark
Fuldkorns rugbrød,,0,0,1,0,Danish style rye breads,,<na>,en:denmark
Hel BBQ Kylling,,0,0,0,0,unknown,,<na>,en:denmark
Mørk Pålægschokolade,,0,0,1,0,unknown,,<na>,en:denmark
Kyllinge burgerbøffer,,0,0,1,0,unknown,,<na>,en:denmark
Kyllinge Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Rosiner,,0,0,0,0,unknown,,<na>,en:denmark
Solbær marmelade,B,1,0,1,0,Blackcurrant jams,,<na>,en:denmark
Rabarber Jordbær Marmelade,B,1,0,1,0,Mixed fruit jams,,<na>,en:denmark
Jordbær marmelade,B,1,0,1,0,Strawberry jams,,<na>,en:denmark
ØKO Marmelade Jordbær,,0,0,1,0,Plant-based foods,,<na>,en:denmark
Vores Italienske pasta nr. 3,,0,0,0,0,Spaghetti,,<na>,en:denmark
Fuldkorns Penne Rigate,,0,0,0,0,Penne rigate,,<na>,en:denmark
Hvede tortilla wraps,,0,0,0,0,unknown,,<na>,en:denmark
Rice cake,,0,0,0,0,unknown,,<na>,en:denmark
Krydderboller,,0,0,0,0,unknown,,<na>,en:denmark
SCHWARZBROT,,0,0,0,0,unknown,en:keyhole,<na>,en:denmark
Hamburger Boller,,0,0,0,0,unknown,,<na>,en:denmark
Hvede Sandwich,A,1,0,0,0,Sliced breads,en:uden-straforkortere,<na>,en:denmark
Hotdog Brød,B,1,0,1,0,Hot dog buns,,<na>,en:denmark
Softkernerugbrod Ragbrod,,0,0,1,0,unknown,en:keyhole,<na>,"en:denmark,en:france"
Fuldkornsknækbrød,,0,0,1,0,unknown,,<na>,en:denmark
curre,,0,0,0,0,unknown,,<na>,en:denmark
Hørfrø,,0,0,1,0,unknown,,<na>,en:denmark
Karry sild i bidder,,0,0,0,0,unknown,,<na>,en:denmark
Figner med rismel,C,0,0,0,0,Dried figs,,<na>,en:denmark
Hvedemel,,0,0,0,0,unknown,,<na>,en:denmark
Ristede løg,,0,0,1,0,unknown,,<na>,en:denmark
Gammeldags Flæskesvær,,0,0,1,0,unknown,,<na>,en:denmark
Kød og melboller,,0,0,1,0,unknown,,<na>,en:denmark
Fuldkorns Pitabrød,,0,0,1,0,unknown,,<na>,en:denmark
Gourmetstykker 7stk 437g Hatting,,0,0,0,0,unknown,,<na>,en:denmark
Stenovnsbagte chiastykker,,0,0,0,0,Breads,,<na>,en:denmark
Pitabrød,,0,0,1,0,unknown,,<na>,en:denmark
Kanelsnegle,,0,0,0,0,unknown,,<na>,en:denmark
Morgenfriske Tebirkes Med Madelmasse Og Blå Birkes,,0,0,1,0,unknown,,<na>,en:denmark
Surdejsstykker,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Fuldkornsstykker,,0,0,0,0,Frozen foods,,<na>,en:denmark
Håndværkere,,0,0,1,0,unknown,,<na>,en:denmark
Hvedestykker Med Kartoffel,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
græskerstykker,,0,0,1,0,Bread rolls,,<na>,en:denmark
Festlige Fastelavnsboller,,0,0,0,0,unknown,,<na>,en:denmark
Veggen Spelt,,0,0,0,0,unknown,,<na>,en:denmark
Møllehjul Fuldkorn,,0,0,1,0,Breads,,<na>,en:denmark
Skagenlapper,,0,0,0,0,unknown,,<na>,en:denmark
Græskarkerneboller,,0,0,1,0,Frozen pre-baked breads,en:keyhole,<na>,en:denmark
Surdejs Boller,,0,0,0,0,unknown,,<na>,en:denmark
Manitoba boller,,0,0,0,0,unknown,,<na>,en:denmark
Chiastykker,,0,0,0,0,Breads,,<na>,en:denmark
Surdejs stykker,,0,0,0,0,unknown,,<na>,en:denmark
Fullkorn Møllehjul,,0,0,1,0,Frozen breads,"en:vegetarian,en:vegan",<na>,en:denmark
Gammeldags Fastelavnsboller,,0,0,0,0,unknown,,<na>,en:denmark
Grønne Pesto Snegle Med Basilikum & Timian,,0,0,1,0,unknown,,<na>,en:denmark
Røde Pesto Snegle,,0,0,1,0,unknown,,<na>,en:denmark
Surdejsboller,,0,0,0,0,unknown,,<na>,en:denmark
Fintskåret Laks - I Chili-mangosauce,,0,0,1,0,unknown,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,en:denmark
Tun i Vand,,0,0,0,0,unknown,,<na>,en:denmark
Rødbeder,,0,0,1,0,da:syltede-rødbeder,en:made-in-denmark,<na>,en:denmark
Spagetthi Napoli,,0,0,0,0,unknown,,<na>,en:denmark
livradeiggj,,0,0,0,0,Pig-liver,,<na>,"en:denmark,en:faroe-islands"
Spaghetti Bolognese,E,0,0,0,0,Bolognese spaghetti,,<na>,en:denmark
Appetit Agurker,,0,0,0,0,Pickled cucumbers,,<na>,en:denmark
Beauvais Tomat Ketchup,B,1,0,0,0,Groceries,,<na>,en:denmark
ID Beauvais Engelsk Sauce,,0,0,0,0,unknown,,<na>,en:denmark
Øko Fettuccine,,0,0,1,0,unknown,,<na>,en:denmark
Fettucine,,0,0,0,0,Pastas,,<na>,en:denmark
Pastella frisk fettucine spinat,,0,0,0,0,Fresh pasta,,<na>,en:denmark
Fettuccine Frisk Pasta / Fresh Pasta,,0,1,0,0,Pastas,"en:organic,en:eu-organic,en:dk-øko-100,en:green-dot",<na>,en:denmark
Frisk pasta,,0,0,0,0,unknown,,<na>,en:denmark
Herregårds rødkål,,0,0,1,0,da:kål,,<na>,en:denmark
Tortellini Skinke,,0,0,0,0,unknown,,<na>,en:denmark
Tortellini Tomato & Mozzarella,,0,0,0,0,unknown,,<na>,en:denmark
Fresh filled pasta ravioli spinat and ost,,0,0,0,0,Pastas,,<na>,"en:denmark,en:france"
Pesto Dressing,,0,0,0,0,unknown,,<na>,en:denmark
mango chile dressing,D,0,0,0,0,Salad dressings,,<na>,en:denmark
Italian Dressing,D,0,0,0,0,Groceries,,<na>,en:denmark
Boysenbær marmelade,,0,0,1,0,Extra jams,,<na>,en:denmark
Blåbær Marmelade,,0,0,1,0,unknown,,<na>,en:denmark
Hybenmarmelade,,0,0,0,0,unknown,,<na>,en:denmark
Spaghetti Natural,,0,0,0,1,unknown,,<na>,en:denmark
Økologiske Linser,A,1,1,1,1,Prepared lentils,"en:organic,en:eu-organic,en:keyhole",<na>,"en:denmark,en:france"
soya,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Bernaise sauce,D,0,0,0,0,da:sace,,<na>,en:denmark
Ægge salat,,0,0,1,0,unknown,,<na>,en:denmark
Lasagne,,0,1,0,0,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Chili mayonnaise,D,0,0,0,0,Mayonnaises,,<na>,en:denmark
BBQ Sweet & Monkey,B,1,0,0,0,Barbecue sauces,,<na>,en:denmark
Dijon sennep,,0,0,0,0,unknown,,<na>,en:denmark
Sennep,,0,0,0,0,unknown,,<na>,en:denmark
Økologiske sorte kikærter,A,1,1,1,1,Canned black chickpeas,"en:organic,en:eu-organic,en:it-bio-009,en:keyhole",<na>,en:denmark
Tun i vand,D,0,0,0,0,Canned tunas,"en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc",<na>,"en:denmark,en:germany"
Cæsar  dressing,,0,0,1,0,unknown,,<na>,en:denmark
Pølsehorn,,0,0,1,0,unknown,,<na>,en:denmark
Makrel I Tomat,,0,0,0,0,unknown,,<na>,en:denmark
Pineapple lemonade,,0,0,0,0,Lemonade without sugar with artificial sweeteners,,<na>,en:denmark
Scoop Hindbær Saft,,0,0,1,0,unknown,,<na>,en:denmark
Veggi boller,,0,0,0,0,unknown,,<na>,en:denmark
Super Granola,,0,0,0,0,unknown,,<na>,en:denmark
granola,B,1,0,0,0,Mueslis,,<na>,en:denmark
Kik Mayo,D,0,0,0,0,Egg-free mayonnaises,"en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegetarian",<na>,en:denmark
Kik Remo,,0,0,0,0,da:remoulade,"en:vegetarian,en:vegan",<na>,en:denmark
Citronsauce,,0,0,0,0,unknown,,<na>,en:denmark
Havre fras original,,0,0,1,0,unknown,,<na>,en:denmark
Rugfras 375 g,E,0,0,1,0,Extruded cereals,,<na>,en:denmark
Drueagurker,,0,0,0,0,unknown,,<na>,en:denmark
Appetit Agurker,,0,0,0,0,Pickled cucumbers,,<na>,en:denmark
Beauvais,,0,0,0,0,unknown,,<na>,en:denmark
Ketchup,B,1,0,0,0,Ketchup,,<na>,en:denmark
Tomato ketchup,B,1,0,0,0,Ketchup,,<na>,en:denmark
Super Granola Kakao & Hindbær,B,1,0,1,0,Mueslis,"en:fsc,en:fsc-mix,da:fsc-c110152",<na>,en:denmark
PROTEIN SUPER GRANOLA,E,0,0,0,0,Breakfast cereals,,<na>,en:denmark
Kik mayo,,0,0,0,0,unknown,,<na>,en:denmark
Fastfood Remoulade,,0,0,1,0,de:remoulade,,<na>,en:denmark
Tomatketchup,A,1,0,0,0,Tomato Ketchup,,<na>,"en:denmark,en:germany"
Chick Free Magic,,0,0,0,0,unknown,,<na>,en:denmark
Grøn Æble Saftevand,,0,0,1,0,unknown,,<na>,en:denmark
Fun Ice tea peach and love,,0,0,0,0,da:sukkerfri-saftevand,,<na>,en:denmark
Italian Dressing,,0,0,0,0,unknown,,<na>,en:denmark
Hellfire Tomat Ketchup,,0,0,0,0,unknown,,<na>,en:denmark
Paprika mayo,,0,0,0,0,unknown,,<na>,en:denmark
Soya Ingefær Dressing,,0,0,1,0,unknown,,<na>,en:denmark
Kebab Style Strips,,0,0,0,0,unknown,,<na>,en:denmark
Burger Dressing,,0,0,0,0,unknown,,<na>,"en:denmark,en:germany"
Cremet Solbær Marmelade,,0,0,1,0,unknown,,<na>,en:denmark
French dog dressing,,0,0,0,0,unknown,,<na>,en:denmark
Burger Dressing,D,0,0,0,0,Salad dressings,,<na>,en:denmark
Falafel,A,1,1,0,0,Falafels,"en:no-gluten,en:organic,en:eu-organic",<na>,en:denmark
Ribena Solbær (250 ml),,0,0,1,0,unknown,,<na>,en:denmark
Chili Mayo,,0,0,0,0,unknown,,<na>,en:denmark
Rug fras original - Rug Fras,,0,0,1,0,unknown,,<na>,en:denmark
Snack cup carbonara,,0,0,0,0,Pasta dishes,,<na>,en:denmark
Snack cup mac and cheese,,0,0,0,0,Pasta dishes,en:vegetarian,<na>,en:denmark
Økologisk Falafel,,0,0,1,1,unknown,,<na>,en:denmark
Crunchy Nuggets,,0,0,0,0,unknown,,<na>,en:denmark
Classic BBQ Sauce,,0,0,0,0,unknown,,<na>,en:denmark
Chili Mayo,,0,0,0,0,unknown,,<na>,en:denmark
Aioli Mayonnaise,,0,0,0,0,unknown,"en:vegetarian,en:vegan",<na>,en:denmark
Chili Mayo,,0,0,0,0,unknown,,<na>,en:denmark
Estragon Mayo,,0,0,0,0,unknown,,<na>,en:denmark
Sandwich Mayonaisr,,0,0,0,0,unknown,,<na>,en:denmark
Creme Fraiche Dressing,,0,0,0,0,unknown,,<na>,en:denmark
Fransk Dressing,,0,0,0,0,unknown,,<na>,en:denmark
cæsar dressing,,0,0,1,0,unknown,,<na>,en:denmark
Baked Beans,A,1,0,0,0,Beans,,<na>,en:denmark
Chili Beans,,0,0,0,0,Beans,,<na>,en:denmark
Champagnebrus,,0,0,0,0,unknown,,<na>,en:denmark
Københavnerstang,,0,0,1,0,unknown,,<na>,en:denmark
Groft Salina Salt,A,1,0,0,0,da:mineral,"en:vegetarian,en:vegan,da:eu,da:fremstillet-i-holland",<na>,en:denmark
Kokkesalt med jod,,0,0,0,0,unknown,,<na>,en:denmark
Finvalsede havre gryn,,0,0,1,0,unknown,en:keyhole,<na>,en:denmark
Drømmekage,,0,0,1,0,unknown,,<na>,en:denmark
økologisk Granola,A,1,1,1,1,Crunchy mueslis with fruits,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Økologisk Havregryn,A,1,1,1,1,Rolled oats,"en:organic,en:eu-organic,en:danish-state-controlled-organic,en:dk-øko-100,en:keyhole",<na>,en:denmark
Pandekager,,0,0,0,0,unknown,,<na>,en:denmark
Pizzadej,,0,0,0,0,unknown,,<na>,en:denmark
Grov Tærte,,0,0,1,0,unknown,,<na>,en:denmark
Cocoa crunchers,,0,0,0,0,unknown,,<na>,en:denmark
Dark Fudge,,0,0,0,0,unknown,,<na>,en:denmark
Granola with chokolade,,0,0,0,0,unknown,,<na>,en:denmark
ristet crunchy havre,B,1,0,1,0,Mueslis,,<na>,en:denmark
Koldskål Crunch,,0,0,1,0,unknown,,<na>,en:denmark
Fødselsdags Chokoladeboller (efter Tilberedning),,0,0,1,0,unknown,,<na>,en:denmark
Hvede Mel,,0,0,0,0,unknown,,<na>,en:denmark
Crazelnut Crunch,,0,0,0,0,unknown,,<na>,en:denmark
Choc-go bananas,,0,0,0,0,unknown,,<na>,en:denmark
F-musli Guld,B,1,0,0,0,Mueslis with fruits,,<na>,"en:denmark,en:finland,en:france"
Hvodløg Dressing,,0,0,1,0,unknown,,<na>,en:denmark
Flydende Ama,,0,0,0,0,חמאה,"en:vegetarian,da:dansk-vegetarisk-forening,en:keyhole",<na>,en:denmark
Bakkedal,E,0,1,0,0,Butters,en:organic,<na>,en:denmark
Økologisk Bakkedal,,0,1,1,1,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
AMA stege & bage,B,1,0,0,0,Margarines,,<na>,en:denmark
Smørbar,,0,0,1,0,Butters,,<na>,en:denmark
Mandeldrik,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk mandeldrik,A,1,1,1,1,Sweetened plain almond-based drinks,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:dk-øko-100,en:european-vegetarian-union,en:european-vegetarian-union-vegan",<na>,en:denmark
Økologisk Havredrik,C,0,0,1,1,Oat-based drinks,"en:vegetarian,en:vegan,en:plant-based",<na>,en:denmark
Veggie Økologisk Havredrik Kakao,,0,1,1,1,unknown,"en:organic,en:eu-organic,en:dk-øko-100",<na>,en:denmark
Økologisk Havredrik,B,1,1,1,1,Oat-based drinks,"en:organic,en:eu-organic",<na>,en:denmark
Økologisk haveedrik kakao,,0,0,1,1,unknown,,<na>,en:denmark
Sojadrik Vanilje,,0,0,0,0,unknown,,<na>,en:denmark
Økologisk Risdrik,C,0,0,1,1,Rice-based drinks,,<na>,en:denmark
Økologisk Risdrik,A,1,1,1,1,Rice-based drinks,"en:organic,en:eu-organic",<na>,en:denmark
Raps- Og Sømrokke,,0,0,1,0,unknown,,<na>,en:denmark
Madlavningsfløde,,0,0,1,0,unknown,,<na>,en:denmark
Let Plantefedtstof,C,0,0,0,1,Light margarines,"en:omega-3,en:high-in-omega-3",<na>,en:denmark
Barista havredrik,C,0,0,1,0,Oat-based drinks,,<na>,en:denmark
Barista Havredrik,C,0,0,1,0,Oat-based drinks,en:fsc,<na>,en:denmark
Flødealternativ 7%,,0,0,1,0,unknown,,<na>,en:denmark
Perfekt til Madlavning 15% Fedt,,0,0,0,0,unknown,,<na>,en:denmark
Hindbær Og Lakrids,,0,0,1,0,unknown,,<na>,en:denmark
Is Med Kakao Og Brownies,,0,0,0,0,unknown,,<na>,en:denmark
